Teil der Merit-Order?;MaStR-Nr. ;ÜNB;Status;Anlagenbetreiber;Anzeige-Name;PLZ der Einheit;Ort der Einheit;"Straße und Hausnummer
der Einheit";Bundesland der Einheit;Datum der erstmaligen Inbetriebnahme der Einheit;Energieträger;Hauptbrennstoff;Auswertung Energieträger;Wärmeauskopplung (KW) ja/nein;Technologie der Stromerzeugung;Angenommener Hauptenergieträger ;Zuordnung Kraftwerkstyp;Effizienz;Quelle Effizienz;Bruttoleistung [MW];"Netto-Nennleistung
(elektrische Wirkleistung) [MW]";"Mittlere verfügbare
Netto-Nennleistung [MW]";Brennstoffkosten (inkl. Transport) [EUR/MWHth];Grenzkosten [EUR/MWHel]
Ja;SEE959343099212;TenneT;In Betrieb;Energieservice Westfalen Weser GmbH;Kraftwerk Kirchlengern_GT1;32278;Kirchlengern;Bahnhofstraße 40;Nordrhein-Westfalen;29602;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,4545;OPSD (2020);85;83;72,21;40,69;121,1965897
Ja;SEE981258814888;TenneT;In Betrieb;Raffinerie Heide GmbH;Kraftwerk Raffinerie Heide GmbH;25770;Hemmingstedt;Meldorfer Straße 43;Schleswig-Holstein;22794;Mineralölprodukte;Heizöl, schwer;Mineralölprodukte;Ja;Kondensationsmaschine mit Entnahme;Öl;Öl;0,3432;OPSD (2018);47,2;45,2;38,42;95,89;336,979021
Ja;SEE987278903410;TenneT;In Betrieb;Salzgitter Flachstahl GmbH;Ma 4;38239;Salzgitter;Eisenhüttenstraße 99;Niedersachsen;44663;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,4;https://www.salzgitter-flachstahl.de/de/news/details/energie-der-zukunft-12924.html;35;31,5;26,775;95,59;277,07725
Ja;SEE941875842596;TenneT;In Betrieb;Salzgitter Flachstahl GmbH;Ma 1;38239;Salzgitter;Eisenhüttenstraße 99;Niedersachsen;15036;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Nein;Kondensationsmaschine ohne Entnahme;Sonstige;Sonstige;0,4;https://www.salzgitter-flachstahl.de/de/news/artikel-der-salzgitter-flachstahl-gmbh/2018-06-27/energie-der-zukunft.html;40;35;29,75;95,59;277,07725
Ja;SEE979791664664;TenneT;In Betrieb;Salzgitter Flachstahl GmbH;Ma 2;38239;Salzgitter;Eisenhüttenstraße 99;Niedersachsen;38913;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,4;https://www.salzgitter-flachstahl.de/de/news/artikel-der-salzgitter-flachstahl-gmbh/2018-06-27/energie-der-zukunft.html;55;49,5;42,075;95,59;277,07725
Ja;SEE922395631839;TenneT;In Betrieb;Salzgitter Flachstahl GmbH;Block1;38239;Salzgitter;Eisenhüttenstraße 99;Niedersachsen;40344;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,585;Annahme basierend auf DIW (2014);110;97;82,45;95,59;189,7707692
Ja;SEE976320012538;TenneT;In Betrieb;Salzgitter Flachstahl GmbH;Block2;38239;Salzgitter;Eisenhüttenstraße 99;Niedersachsen;40405;andere Gase;Hochofengas, Konvertergas;Sonstige Energieträger (nicht erneuerbar);Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,585;Annahme basierend auf DIW (2014);110;97;82,45;95,59;189,7707692
Ja;SEE992472260238;TenneT;In Betrieb;Städtische Werke Energie + Wärme GmbH;Fernwärmekraftwerk Kassel DT1;34134;Kassel;Dennhäuser Straße 122;Hessen;45645;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Kondensationsmaschine mit Entnahme;Braunkohle;Braunkohle;0,3736;OPSD (2020);22,8;20,1;17,487;3,1;84,99068522
Ja;SEE928076311489;TenneT;In Betrieb;Städtische Werke Energie + Wärme GmbH;Fernwärmekraftwerk Kassel DT2;34134;Kassel;Dennhäuser Straße 122;Hessen;32863;Braunkohle;Rohbraunkohlen;Braunkohle;Ja;Gegendruckmaschine mit Entnahme;Braunkohle;Braunkohle;0,3736;OPSD (2020);38;33,5;29,145;3,1;84,99068522
Ja;SEE957285549260;TenneT;In Betrieb;Stadtwerke Flensburg;Dampfturbine 9;24939;Flensburg;Batteriestraße 48;Schleswig-Holstein;32371;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine ohne Entnahme;Steinkohle;Steinkohle;0,4725;OPSD (2020);35,9;32,9;26,32;15,55;83,67238095
Nein;SEE950589701143;TenneT;Kapazitätsreserve;Statkraft Markets GmbH;Gaskraftwerk Emden - Gasturbine;26725;Emden;Zum Kraftwerk ;Niedersachsen;26665;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,42;https://www.energie-chronik.de/120212.htm;54;52;45,24;40,69;131,069881
Nein;SEE976333173899;TenneT;Kapazitätsreserve;Statkraft Markets GmbH;Gaskraftwerk Landesbergen - Gasturbine;31628;Landesbergen;Hävern 1;Niedersachsen;26299;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,43;https://www.statkraft.de/ueber-statkraft/standorte/Landesbergen-Gaskraftwerk/;58;56;48,72;40,69;128,045
Ja;SEE998479256069;TenneT;In Betrieb;Südzucker AG;Dampfturbine III Südzucker AG Ochsenfurt;97199;Ochsenfurt;Marktbreiter Straße 74;Bayern;32021;Wärme;;Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,35;eigene Annahme;17,435;16,547;14,06495;95,59;316,5168571
Ja;SEE924172977710;TenneT;In Betrieb;swb Erzeugung AG & Co. KG;Mittelsbüren GT3;28237;Bremen;Auf den Delben 35;Bremen;27395;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,315;OPSD (2020);87;86;73,1;95,89;367,0571429
Ja;SEE952372080091;TenneT;In Betrieb;SWM Services GmbH;SWM HKW Nord 2 T20;85774;Unterföhring;Münchner Straße 22;Bayern;33587;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,4059;Annahme basierend auf DIW (2014);363;333;289,71;40,69;136,0881991
Ja;SEE911567250299;TenneT;In Betrieb;Uniper Kraftwerke GmbH;Itzehoe GT;25588;Oldendorf;Straße nach Huje 1;Schleswig-Holstein;26299;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,3542;OPSD (2020);89;87;73,95;95,89;326,5448899
Ja;SEE987807988154;TenneT;In Betrieb;Uniper Kraftwerke GmbH;Audorf GT;24783;Osterrönfeld;Schäferkatenweg 1;Schleswig-Holstein;38027;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,3553;OPSD (2020);90;90;76,5;95,89;325,537011
Nein;SEE950675787617;TenneT;Netzreserve;Uniper Kraftwerke GmbH;Ingolstadt 3;85098;Großmehring;Bayernwerkstraße 30;Bayern;26665;Mineralölprodukte;Heizöl, schwer;Mineralölprodukte;Nein;Kondensationsmaschine mit Entnahme;Öl;Öl;0,3553;OPSD (2020);420;355;301,75;95,89;325,537011
Nein;SEE983645175053;TenneT;Netzreserve;Uniper Kraftwerke GmbH;Ingolstadt 4;85098;Großmehring;Bayernwerkstraße 30;Bayern;27030;Mineralölprodukte;Heizöl, schwer;Mineralölprodukte;Nein;Kondensationsmaschine mit Entnahme;Öl;Öl;0,3564;OPSD (2020);420;365;310,25;95,89;324,5353535
Nein;SEE929161243203;TenneT;Netzreserve;Uniper Kraftwerke GmbH;Staudinger 5;63538;Großkrotzenburg;Hanauer Landstraße 150;Hessen;33604;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,405;OPSD (2020);550;522;417,6;15,55;97,40111111
Nein;SEE988182827533;TenneT;Netzreserve;Uniper Kraftwerke GmbH;Staudinger 4;63538;Großkrotzenburg;Hanauer Landstraße 150;Hessen;28126;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3597;OPSD (2020);660;580;504,6;40,69;153,3747567
Ja;SEE915432109163;TenneT;In Betrieb;Uniper Systemstabilität GmbH;Irsching 6;85088;Vohburg;Paarstraße 30;Bayern;45139;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Kondensationsmaschine ohne Entnahme;Erdgas;GuD;0,4;https://www.muenchsmuenster.de/fileadmin/user_upload/01_00_00_bnBm-Ir6_Allgemeine_Angaben_UKW_Rev03.pdf;320;300;261;40,69;138,073375
Ja;SEE998984420832;TenneT;In Betrieb;Volkswagen AG;HKW Nord Generator A;38440;Wolfsburg;Berliner Ring 2;Niedersachsen;36069;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,4059;Annahme basierend auf DIW (2014);68,2;61;53,07;40,69;136,0881991
Ja;SEE913657334902;TransnetBW;In Betrieb;AUDI;NEC_WERK_PST_SÜD;74172;Neckarsulm;NSU-Straße 1;Baden-Württemberg;34699;Mineralölprodukte;Andere Mineralölprodukte;Mineralölprodukte;Nein;Verbrennungsmotor;Öl;Öl;0,354;Annahme basierend auf DIW (2014);20,57;20,57;17,4845;95,89;326,7288136
Ja;SEE923959807806;TransnetBW;In Betrieb;BASF SE;Turbine 3;68169;Mannheim;Otto-Hahn-Straße 1;Baden-Württemberg;39031;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Nein;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);11,3;11,14;9,469;0;1
Ja;SEE903153060207;TransnetBW;In Betrieb;Cerdia Produktions GmbH;Dampfturbine9;79108;Freiburg;Engesserstraße 8;Baden-Württemberg;43939;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,531;OPSD (2020);19,017;18,339;15,95493;40,69;104,3801318
Ja;SEE972356296461;TransnetBW;In Betrieb;Cerdia Produktions GmbH;Gasturbine;79108;Freiburg;Engesserstraße 8;Baden-Württemberg;36069;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,531;OPSD (2020);39,92;38,498;33,49326;40,69;103,8801318
Ja;SEE929182899328;TransnetBW;In Betrieb;Daimler Truck AG;Prüfstände Brühl 3/52;73733;Esslingen;Palmenwaldstraße 27;Baden-Württemberg;43770;Mineralölprodukte;Dieselkraftstoff;Mineralölprodukte;Nein;Verbrennungsmotor;Öl;Öl;0,432;Annahme basierend auf DIW (2014);20,758;20,758;17,6443;95,89;267,9166667
Ja;SEE934706805181;TransnetBW;In Betrieb;Dr. Ing. h.c. F. Porsche AG;W08_PST_Mantelobjekt;71287;Weissach;Porschestraße 911;Baden-Württemberg;42705;Mineralölprodukte;Andere Mineralölprodukte;Mineralölprodukte;Nein;Verbrennungsmotor;Öl;Öl;0,407;Annahme basierend auf DIW (2014);21,043;19,8722;16,89137;95,89;284,3120393
Ja;SEE934531299087;TransnetBW;In Betrieb;DSM Nutritional Products GmbH;Gasturbine GT;79639;Grenzach-Wyhlen;Emil-Barell-Straße 3;Baden-Württemberg;43046;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,4037;OPSD (2020);22,2;22;19,14;40,69;136,8216497
Ja;SEE971280976463;TransnetBW;In Betrieb;EEW Energy from Waste Göppingen;MHKW Turbine;73037;Göppingen;Iltishofweg 40;Baden-Württemberg;27576;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Ja;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);13,2;11;9,35;0;1
Ja;SEE988429673565;TransnetBW;In Betrieb;EEW Energy from Waste Saarbrücken GmbH;TREA Breisgau;79427;Eschbach;Heitersheimer Straße 0;Baden-Württemberg;38124;nicht biogener Abfall;Abfall (Hausmüll, Siedl.abf.);Abfall;Nein;Kondensationsmaschine mit Entnahme;Abfall;Abfall;0,33;OPSD (2020);14,5;14;11,9;0;1
Ja;SEE962877818310;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Münster DT 19;70376;Stuttgart;Voltastraße 45;Baden-Württemberg;39814;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,33;OPSD (2020);19,6;19,5;15,6;15,55;119,2422727
Ja;SEE951401550147;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Münster GT 17;70376;Stuttgart;Voltastraße 45;Baden-Württemberg;27030;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,23;OPSD (2020);23,3;23,3;19,805;95,89;502,3391304
Ja;SEE985887784048;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Münster GT 18;70376;Stuttgart;Voltastraße 45;Baden-Württemberg;27030;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,23;OPSD (2020);23,4;23,4;19,89;95,89;502,3391304
Ja;SEE971282697380;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau Block 4 GT A (solo);73776;Altbach;Industriestraße 11;Baden-Württemberg;26177;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,3046;OPSD (2020);50;45;39,15;40,69;180,3478332
Ja;SEE905714722562;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Münster DT 15;70376;Stuttgart;Voltastraße 45;Baden-Württemberg;30682;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,385;OPSD (2020);47,2;45;36;15,55;102,3933766
Ja;SEE998383491525;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Stuttgart-Münster DT 12;70376;Stuttgart;Voltastraße 45;Baden-Württemberg;29952;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,38;OPSD (2020);47,2;45;36;15,55;103,7235526
Ja;SEE963975943188;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau GT B;73776;Altbach;Industriestraße 11;Baden-Württemberg;26969;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,3098;OPSD (2020);60;57;49,59;40,69;177,3374758
Ja;SEE975556152230;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau HKW 2 GT E (Solobetrieb);73776;Altbach;Industriestraße 11;Baden-Württemberg;35550;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,44;OPSD (2020);65;65;56,55;40,69;125,6576136
Ja;SEE904161631090;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau GT C;73776;Altbach;Industriestraße 11;Baden-Württemberg;27638;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen ohne Abhitzekessel;Erdgas;Gasturbine;0,315;OPSD (2020);87;81;70,47;40,69;174,4265079
Nein;SEE994391041424;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Kraftwerk Marbach MAR 3 GT (solo);71672;Marbach;Ludwigsburger Str. 100/1;Baden-Württemberg;27652;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen mit Abhitzekessel;Öl;Öl;0,3333;Annahme basierend auf https://www.enbw.com/presse/enbw-netzstabilitaetsanlage-marbach.html ;85;85;72,25;95,89;346,9585959
Nein;SEE968136280119;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Rheinhafen- Dampfkraftwerk  RDK 4S DT;76189;Karlsruhe;Fettweisstraße 42;Baden-Württemberg;36084;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Kondensationsmaschine ohne Entnahme;Erdgas;GuD;0,531;OPSD (2020);124,5;114;99,18;40,69;104,3801318
Nein;SEE935086224739;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Heilbronn HLB 6;74076;Heilbronn;Lichtenbergerstraße 23;Baden-Württemberg;24291;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,45;OPSD (2020);137;125;100;15,55;87,791
Nein;SEE968847258773;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Heilbronn HLB 5;74076;Heilbronn;Lichtenbergerstraße 21;Baden-Württemberg;23979;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,45;OPSD (2020);137;125;100;15,55;87,791
Ja;SEE911613995433;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Kraftwerk Walheim GTD;74399;Walheim;Mühlstraße 1;Baden-Württemberg;29719;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,3306;OPSD (2020);143;136;115,6;95,89;349,784029
Nein;SEE934927915690;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Rheinhafen- Dampfkraftwerk RDK 4S GT;76189;Karlsruhe;Fettweisstraße 42;Baden-Württemberg;36084;Erdgas;Erdgas, Erdölgas;Erdgas;Nein;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,531;OPSD (2020);239;239;207,93;40,69;104,3801318
Ja;SEE933361522259;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Kraftwerk Marbach MAR 4;71672;Marbach;Thomas-Alva-Edison-Ring 6;Baden-Württemberg;45565;Mineralölprodukte;Heizöl, leicht;Mineralölprodukte;Nein;Gasturbinen ohne Abhitzekessel;Öl;Öl;0,3333;https://www.enbw.com/presse/enbw-netzstabilitaetsanlage-marbach.html;310;306,5;260,525;95,89;346,9585959
Ja;SEE965782597448;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Altbach/Deizisau HKW 2 DT (Solobetrieb);73776;Altbach;Industriestraße 11;Baden-Württemberg;35579;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,44;OPSD (2020);354;323;258,4;15,55;89,75670455
Nein;SEE944503176377;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Heizkraftwerk  Altbach/Deizisau HKW 1;73776;Altbach;Industriestraße 11;Baden-Württemberg;31219;Steinkohle;Steinkohlen;Steinkohle;Nein;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,455;OPSD (2020);476;433;346,4;15,55;86,84054945
Nein;SEE980016033738;TransnetBW;Netzreserve;EnBW Energie Baden-Württemberg AG;Rheinhafen-Dampfkraftwerk RDK 7;76189;Karlsruhe;Fettweisstraße 42;Baden-Württemberg;31219;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4375;OPSD (2020);536;517;413,6;15,55;90,26217143
Ja;SEE948609940009;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Heizkraftwerk Heilbronn HLB 7;74076;Heilbronn;Lichtenbergerstraße 23;Baden-Württemberg;31382;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,4475;OPSD (2020);822;778;622,4;15,55;88,27418994
Ja;SEE980331579218;TransnetBW;In Betrieb;EnBW Energie Baden-Württemberg AG;Rheinhafen-Dampfkraftwerk RDK 8;76189;Karlsruhe;Fettweisstraße 42;Baden-Württemberg;41821;Steinkohle;Steinkohlen;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,46;OPSD (2020);912;834;667,2;15,55;85,91076087
Ja;SEE919366422664;TransnetBW;In Betrieb;Essity Operations Mannheim GmbH;DTS 3;68305;Mannheim;Sandhofer Straße 176;Baden-Württemberg;41234;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,38;OPSD (2020);17,04;17,009;14,79783;40,69;145,2614474
Ja;SEE906120609386;TransnetBW;In Betrieb;Essity Operations Mannheim GmbH;DTS 2;68305;Mannheim;Sandhofer Straße 176;Baden-Württemberg;25528;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,38;OPSD (2020);28,5;28,448;24,74976;40,69;145,2614474
Ja;SEE985331675700;TransnetBW;In Betrieb;Fernwärme Ulm GmbH;HKW Magirusstraße;89077;Ulm;Magirusstraße 21;Baden-Württemberg;33917;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,488;https://www.jenbacher.com/de/referenzen/fernwaerme-ulm-gmbh;15,6;12,6;10,962;40,69;113,4453893
Ja;SEE936668903264;TransnetBW;In Betrieb;Fernwärme Ulm GmbH;BHKW1;89077;Ulm;Magirusstraße 21;Baden-Württemberg;44904;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);20,774;20,543;17,87241;40,69;88,21325397
Ja;SEE949085992346;TransnetBW;In Betrieb;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 2;71063;Sindelfingen;Bela-Barenyi-Str. 1;Baden-Württemberg;23055;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,3993;OPSD (2020);18,116;17,21;14,9727;40,69;138,3127974
Ja;SEE993713255198;TransnetBW;In Betrieb;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 5;71063;Sindelfingen;Bela-Barenyi-Str. 1;Baden-Württemberg;29790;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3993;OPSD (2020);21,968;19,771;17,20077;40,69;138,3127974
Ja;SEE986713152253;TransnetBW;In Betrieb;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 4;71063;Sindelfingen;Bela-Barenyi-Str. 1;Baden-Württemberg;26241;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,3993;OPSD (2020);29,4;27,93;24,2991;40,69;138,3127974
Ja;SEE924343365650;TransnetBW;In Betrieb;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W050-TS_Mercedes-Benz Werk Sindelfingen HKW Gasturbine 1;71063;Sindelfingen;Bela-Barenyi-Str. ;Baden-Württemberg;41585;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3993;OPSD (2020);31,517;29,941;26,04867;40,69;138,3127974
Ja;SEE909002940690;TransnetBW;In Betrieb;Grosskraftwerk Mannheim;GKM Block 6;68199;Mannheim;Marguerrestraße 1;Baden-Württemberg;38712;Steinkohle;;Steinkohle;Ja;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,4375;OPSD (2020);280;255;204;15,55;90,26217143
Nein;SEE988699847857;TransnetBW;Netzreserve;Grosskraftwerk Mannheim;GKM Block 7;68199;Mannheim;Marguerrestraße 1;Baden-Württemberg;30256;Steinkohle;;Steinkohle;Nein;Kondensationsmaschine ohne Entnahme;Steinkohle;Steinkohle;0,41;https://www.gkm.de/unternehmen/;475;425;340;15,55;96,22914634
Nein;SEE975507584615;TransnetBW;Netzreserve;Grosskraftwerk Mannheim;GKM Block 8;68199;Mannheim;Marguerrestraße 1;Baden-Württemberg;34064;Steinkohle;;Steinkohle;Nein;Gegendruckmaschine mit Entnahme;Steinkohle;Steinkohle;0,4075;OPSD (2020);480;435;348;15,55;96,81153374
Ja;SEE988477355802;TransnetBW;In Betrieb;Grosskraftwerk Mannheim;GKM Block 9;68199;Mannheim;Marguerrestraße 1;Baden-Württemberg;42126;Steinkohle;Steinkohlen;Steinkohle;Ja;Kondensationsmaschine mit Entnahme;Steinkohle;Steinkohle;0,464;OPSD (2020);911;868;694,4;15,55;85,18135776
Ja;SEE967390177067;TransnetBW;In Betrieb;Holcim (Süddeutschland) GmbH;GOES Anlagen Dotternhausen Blöcke 1+2+3+4;72359;Dotternhausen;Dormettinger Straße 25;Baden-Württemberg;36526;Mineralölprodukte;Andere Mineralölprodukte;Mineralölprodukte;Nein;Sonstige;Öl;Öl;0,33;eigene Annahme;17;15;12,75;95,89;350,4181818
Ja;SEE949133098242;TransnetBW;In Betrieb;Maxauer Papierfarbik GmbH;Turbine 7;76187;Karlsruhe;Mitscherlichstraße ;Baden-Württemberg;24838;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,38;OPSD (2020);20;18;15,3;95,59;291,6076316
Ja;SEE904455926604;TransnetBW;In Betrieb;Maxauer Papierfarbik GmbH;Turbine 4;76187;Karlsruhe;Mitscherlichstraße 11;Baden-Württemberg;40478;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Gegendruckmaschine mit Entnahme;Sonstige;Sonstige;0,38;OPSD (2020);20;19;16,15;95,59;291,6076316
Ja;SEE980046698020;TransnetBW;In Betrieb;Maxauer Papierfarbik GmbH;Turbine 5;76187;Karlsruhe;Mitscherlichstraße ;Baden-Württemberg;44063;Wärme;Dampf (zum Beispiel Prozesswärme);Wärme;Ja;Kondensationsmaschine mit Entnahme;Sonstige;Sonstige;0,38;OPSD (2020);57,3;54;45,9;95,59;291,6076316
Ja;SEE902096864651;TransnetBW;In Betrieb;Mineraloelraffinerie Oberrhein;Maschine 1;76187;Karlsruhe;Nördliche Raffineriestraße 1;Baden-Württemberg;34867;Mineralölprodukte;Raffineriegas;Mineralölprodukte;Ja;Kondensationsmaschine mit Entnahme;Öl;Öl;0,3795;OPSD (2020);12,5;11,3;9,605;95,89;304,8418972
Ja;SEE914187135533;TransnetBW;In Betrieb;Mineraloelraffinerie Oberrhein;Maschine 2;76187;Karlsruhe;Nördliche Raffineriestraße 1;Baden-Württemberg;34867;Mineralölprodukte;Raffineriegas;Mineralölprodukte;Ja;Kondensationsmaschine mit Entnahme;Öl;Öl;0,3795;OPSD (2020);12,5;11,3;9,605;95,89;304,8418972
